-BEGIN HEADER-,,,,,,,,,,,
23.75,83.25,2021,1,29,5.99,10.16,23.01,54.6,2.57,96.21,6.35
23.75,83.75,2021,1,29,6.96,9.89,21.86,60.12,3.49,95.68,5.53
23.75,84.25,2021,1,29,6.63,10.03,22.84,57.8,2.67,95.73,5.83
23.75,84.75,2021,1,29,6.59,10.06,23.4,57.18,1.72,95.64,6.4
23.75,85.25,2021,1,29,6.85,10.05,23.73,57.38,0.95,96.08,6.67
23.75,85.75,2021,1,29,7.16,9.96,23.97,57.36,0.49,97.16,6.5
23.75,86.25,2021,1,29,7.03,9.64,24.21,55.94,0.3,98.44,6.2
23.75,86.75,2021,1,29,6.76,9.17,24.44,54.61,0.13,99.46,5.68
23.75,87.25,2021,1,29,6.19,8.74,24.86,52.16,0.05,100.28,5.2
23.75,87.75,2021,1,29,5.62,8.47,25.33,49.61,0.01,100.91,4.66
23.75,88.25,2021,1,29,5.35,8.34,25.61,48.49,0,101.31,4.3
24.25,82.25,2021,1,29,0.79,9.08,23.6,40.67,1.12,97.39,6.29
24.25,82.75,2021,1,29,1.95,9.32,23.3,42.86,1.41,97.65,6.11
24.25,83.25,2021,1,29,3.45,9.95,23,46.56,2.24,97.93,5.88
24.25,83.75,2021,1,29,4.55,10.18,22.89,50.53,2.59,98.04,5.72
24.25,84.25,2021,1,29,4.7,10.46,23.94,50.16,2.09,98.24,5.97
24.25,84.75,2021,1,29,5.17,9.9,23.96,52.61,1.31,97.87,6.17
24.25,85.25,2021,1,29,5.72,9.29,23.56,55.41,0.61,97.62,6.17
24.25,85.75,2021,1,29,6.03,8.99,23.32,56.34,0.19,97.83,6.13
24.25,86.25,2021,1,29,5.65,8.96,23.84,53.47,0.06,98.46,6.54
24.25,86.75,2021,1,29,5.37,8.65,24.52,51.79,0.03,99.27,6.7
24.25,87.25,2021,1,29,4.89,8.27,25.13,49.82,0.01,99.95,6.4
24.25,87.75,2021,1,29,4.84,8.03,25.27,49.22,0,100.67,5.56
24.25,88.25,2021,1,29,5.29,7.92,24.92,50.48,0,101.28,4.71
24.75,82.25,2021,1,29,-1.35,9.13,23.82,34.5,0.31,98.87,6.68
24.75,82.75,2021,1,29,-0.17,9,23.43,37.4,0.48,98.96,6.57
24.75,83.25,2021,1,29,0.94,9.18,23.23,40.04,0.9,99.03,6.31
24.75,83.75,2021,1,29,1.69,9.53,23.55,41.81,1.26,99.18,6.39
24.75,84.25,2021,1,29,2.56,9.82,24.24,44.21,1.05,99.63,6.38
24.75,84.75,2021,1,29,3.51,9.28,24.19,47.94,0.65,99.65,6.25
24.75,85.25,2021,1,29,4.18,8.67,23.83,50.59,0.29,99.49,6.11
24.75,85.75,2021,1,29,4.33,8.36,23.64,50.74,0.07,99.33,6.16
24.75,86.25,2021,1,29,3.83,8.29,24.15,47.94,0,99.34,6.62
24.75,86.75,2021,1,29,3.81,7.97,24.69,48.04,0,99.81,6.86
24.75,87.25,2021,1,29,3.73,7.56,24.92,48.14,0,100.11,6.77
24.75,87.75,2021,1,29,4.35,7.43,24.69,50.2,0,100.64,6.29
24.75,88.25,2021,1,29,5.44,7.55,24.19,53.69,0,101.25,5.68
25.25,82.25,2021,1,29,-3.11,8.46,24.14,30.24,0.04,100.16,7.07
25.25,82.75,2021,1,29,-2.38,8.65,24.08,31.79,0.11,100.18,7.29
25.25,83.25,2021,1,29,-1.45,8.89,24.01,33.78,0.23,100.15,7.41
25.25,83.75,2021,1,29,-0.42,9.25,24.06,35.91,0.37,100.25,7.55
25.25,84.25,2021,1,29,0.71,9.23,24.17,39.56,0.3,100.54,7.48
25.25,84.75,2021,1,29,1.79,8.61,24.09,43.32,0.18,100.69,7.35
25.25,85.25,2021,1,29,2.45,7.97,23.97,45.36,0.08,100.73,7.22
25.25,85.75,2021,1,29,2.61,7.64,23.97,45.21,0.02,100.67,7.19
25.25,86.25,2021,1,29,2.39,7.62,24.29,43.78,0,100.53,7.4
25.25,86.75,2021,1,29,2.88,7.49,24.36,46.31,0,100.73,7.51
25.25,87.25,2021,1,29,3.39,7.35,24.3,48.61,0,100.73,7.41
25.25,87.75,2021,1,29,4.23,7.37,24.17,51.64,0,100.9,7.16
25.25,88.25,2021,1,29,5.2,7.6,24.09,54.79,0,101.2,6.82
25.75,82.25,2021,1,29,-3.24,7.29,23.8,31.25,0,100.63,7.62
25.75,82.75,2021,1,29,-3.04,7.68,24.09,30.82,0.01,100.71,7.95
25.75,83.25,2021,1,29,-2.34,8.03,24.22,31.79,0.04,100.77,8.14
25.75,83.75,2021,1,29,-1.31,8.38,24.05,34.09,0.05,100.83,8.27
25.75,84.25,2021,1,29,-0.47,8.58,23.97,36.49,0.04,100.87,8.21
25.75,84.75,2021,1,29,0.37,8.28,23.96,39.14,0.02,100.91,8.26
25.75,85.25,2021,1,29,0.99,7.79,24.05,41.1,0.01,100.97,8.32
25.75,85.75,2021,1,29,1.39,7.46,24.19,42.3,0,101.01,8.33
25.75,86.25,2021,1,29,1.83,7.67,24.23,43.5,0,100.98,8.25
25.75,86.75,2021,1,29,2.75,8.05,23.98,46.98,0,101.03,8.18
25.75,87.25,2021,1,29,3.46,8.28,24.12,49.19,0,101.01,7.86
25.75,87.75,2021,1,29,4.1,8.48,24.4,50.81,0,101.02,7.63
25.75,88.25,2021,1,29,4.7,8.75,24.68,52.11,0,101.06,7.52
26.25,82.25,2021,1,29,-2.96,6.66,23.37,33.46,0,100.57,8.2
26.25,82.75,2021,1,29,-2.65,7.09,23.66,33.21,0,100.65,8.43
26.25,83.25,2021,1,29,-1.9,7.49,23.83,34.26,0,100.73,8.57
26.25,83.75,2021,1,29,-1.34,7.94,23.97,34.81,0,100.78,8.74
26.25,84.25,2021,1,29,-0.69,8.37,24.03,35.96,0,100.83,8.7
26.25,84.75,2021,1,29,0.08,8.49,24.1,38.01,0,100.86,8.64
26.25,85.25,2021,1,29,0.8,8.48,24.23,40.3,0,100.86,8.56
26.25,85.75,2021,1,29,1.4,8.6,24.3,42.36,0,100.78,8.37
26.25,86.25,2021,1,29,1.93,9.14,24.05,43.91,0,100.52,7.92
26.25,86.75,2021,1,29,2.74,9.7,23.6,46.06,0,100.14,7.23
26.25,87.25,2021,1,29,3.06,9.79,24.07,46.67,0,99.75,6.72
26.25,87.75,2021,1,29,3.33,10.18,24.62,46.39,0,99.59,6.65
26.25,88.25,2021,1,29,3.83,10.92,25,46.16,0,99.81,6.84
22.75,82.25,2021,1,30,-2.44,7.08,24.89,36.49,0.02,96.06,7.18
22.75,82.75,2021,1,30,-0.97,7.21,24.29,40.27,0.02,96.07,7.44
22.75,83.25,2021,1,30,0.49,7.18,23.1,45.08,0.04,95.28,7.61
22.75,83.75,2021,1,30,2.06,7.17,21.98,50.88,0,94.78,7.47
22.75,84.25,2021,1,30,2.29,7.74,22.81,49.75,0,95.32,7.61
22.75,84.75,2021,1,30,1.94,8.38,24.17,46.79,0,95.81,7.36
22.75,85.25,2021,1,30,2.33,8.97,25.48,46.19,0,96.55,7.12
22.75,85.75,2021,1,30,3.87,9.45,26.16,49.69,0.01,97.6,7.01
22.75,86.25,2021,1,30,6.14,9.74,25.66,56.56,0.03,98.71,6.86
22.75,86.75,2021,1,30,7.59,10.09,24.28,61.41,0.04,99.9,7.12
22.75,87.25,2021,1,30,8.4,10.43,23.68,63.73,0.04,100.75,6.9
22.75,87.75,2021,1,30,8.5,11,24.2,61.77,0.03,101.22,6.64
22.75,88.25,2021,1,30,8.17,11.66,25.46,57.09,0.02,101.39,6.43
23.25,82.25,2021,1,30,-3.8,6.7,23.7,34.9,0.02,95.16,6.31
23.25,82.75,2021,1,30,-2.8,6.81,23.43,37.52,0.02,95.14,6.46
23.25,83.25,2021,1,30,-1.18,6.83,22.15,42.25,0.03,94.68,6.23
23.25,83.75,2021,1,30,0.74,6.2,20.06,49.75,0.01,93.76,5.93
23.25,84.25,2021,1,30,0.46,6.15,20.9,48.62,0,93.97,6.38
23.25,84.75,2021,1,30,0.08,6.56,22.19,46,0,94.53,6.96
23.25,85.25,2021,1,30,0.57,7.39,23.53,45.16,0.01,95.69,7.41
23.25,85.75,2021,1,30,2.19,8.35,24.41,47.81,0.01,97.28,7.59
23.25,86.25,2021,1,30,4.44,8.86,24.18,54.06,0.01,98.68,7.54
23.25,86.75,2021,1,30,5.85,9.44,23.56,57.71,0.02,99.7,7.33
23.25,87.25,2021,1,30,6.58,9.85,23.53,59.13,0.02,100.53,7.06
23.25,87.75,2021,1,30,6.65,10.32,24.12,57.32,0.02,101.07,6.79
23.25,88.25,2021,1,30,6.5,10.78,25.02,54.19,0.01,101.33,6.45
23.75,82.25,2021,1,30,-4.18,6.87,23.14,32.51,0.01,95.8,5.86
23.75,82.75,2021,1,30,-3.12,6.84,22.84,35.23,0.01,95.97,5.79
23.75,83.25,2021,1,30,-1.45,7.04,22.13,39.14,0,96.22,5.37
23.75,83.75,2021,1,30,0.24,5.98,20.42,45.69,0,95.69,5.14
23.75,84.25,2021,1,30,-0.26,5.93,21.05,44.84,0,95.74,5.53
23.75,84.75,2021,1,30,-0.2,5.86,21.33,45.98,0.01,95.64,6.1
23.75,85.25,2021,1,30,0.62,6.17,21.54,48.44,0.03,96.07,6.78
23.75,85.75,2021,1,30,1.97,6.91,21.87,51.21,0.04,97.15,7.37
23.75,86.25,2021,1,30,3.18,7.85,22.35,52.94,0.02,98.42,7.55
23.75,86.75,2021,1,30,4.04,8.83,22.75,53.59,0.01,99.43,7.59
23.75,87.25,2021,1,30,4.41,9.45,23.41,53.11,0.01,100.25,7.35
23.75,87.75,2021,1,30,4.67,9.85,24.11,52.22,0.01,100.88,6.89
23.75,88.25,2021,1,30,5.19,10.07,24.58,52.39,0,101.28,6.29
24.25,82.25,2021,1,30,-3.97,6.24,23.33,31.59,0,97.37,5.81
24.25,82.75,2021,1,30,-2.81,6.11,22.95,34.83,0,97.63,5.8
24.25,83.25,2021,1,30,-1.27,6.1,22.42,39.04,0,97.92,5.64
24.25,83.75,2021,1,30,-0.17,5.57,21.68,43.19,0,98.03,5.8
24.25,84.25,2021,1,30,-0.56,6.01,22.2,41.89,0,98.24,6.12
24.25,84.75,2021,1,30,-0.13,5.86,21.8,44.77,0.01,97.86,6.34
24.25,85.25,2021,1,30,0.84,5.67,21.06,49.29,0.03,97.6,6.71
24.25,85.75,2021,1,30,1.79,5.87,20.64,52.46,0.04,97.81,7.23
24.25,86.25,2021,1,30,1.92,6.79,21.23,50.81,0.02,98.44,7.73
24.25,86.75,2021,1,30,2.18,7.87,22.07,49.51,0.01,99.24,7.87
24.25,87.25,2021,1,30,2.28,8.72,23.04,47.86,0,99.92,7.77
24.25,87.75,2021,1,30,3.13,9.25,23.66,49.03,0,100.63,7.34
24.25,88.25,2021,1,30,4.67,9.44,23.73,53.24,0,101.24,6.68
24.75,82.25,2021,1,30,-4.06,5.82,23.83,31.25,0,98.83,6.4
24.75,82.75,2021,1,30,-2.74,5.6,23.37,35.45,0,98.92,6.6
24.75,83.25,2021,1,30,-1.75,5.49,22.92,38.67,0,99,6.68
24.75,83.75,2021,1,30,-1.55,5.74,22.71,39.09,0,99.15,7.01
24.75,84.25,2021,1,30,-1.28,6.03,22.97,39.39,0,99.61,7.07
24.75,84.75,2021,1,30,-0.55,5.87,22.57,42.28,0,99.63,7.14
24.75,85.25,2021,1,30,0.3,5.65,21.85,45.87,0.01,99.46,7.2
24.75,85.75,2021,1,30,0.88,5.7,21.3,48.17,0.01,99.31,7.32
24.75,86.25,2021,1,30,0.8,6.32,21.5,47.09,0.01,99.31,7.68
24.75,86.75,2021,1,30,1.12,6.92,22.01,47.24,0,99.78,7.79
24.75,87.25,2021,1,30,1.41,7.61,22.5,46.89,0,100.08,7.8
24.75,87.75,2021,1,30,2.63,8.23,22.73,49.69,0,100.59,7.64
24.75,88.25,2021,1,30,4.43,8.58,22.73,55.05,0,101.2,7.22
25.25,82.25,2021,1,30,-4.93,5.97,24.32,28.59,0,100.1,7.1
25.25,82.75,2021,1,30,-4.12,5.8,24.07,31.24,0,100.12,7.4
25.25,83.25,2021,1,30,-3.29,5.65,23.76,33.89,0,100.1,7.57
25.25,83.75,2021,1,30,-2.63,5.86,23.5,35.19,0,100.2,7.89
25.25,84.25,2021,1,30,-1.82,5.79,23.31,37.46,0,100.48,7.73
25.25,84.75,2021,1,30,-0.9,5.53,22.98,40.67,0,100.64,7.64
25.25,85.25,2021,1,30,-0.11,5.37,22.6,43.68,0,100.68,7.61
25.25,85.75,2021,1,30,0.39,5.48,22.31,45.58,0,100.62,7.66
25.25,86.25,2021,1,30,0.54,5.99,22.31,45.75,0,100.49,7.81
25.25,86.75,2021,1,30,1.23,6.06,22.26,48.3,0,100.67,7.84
25.25,87.25,2021,1,30,1.79,6.47,22.14,49.69,0,100.68,7.79
25.25,87.75,2021,1,30,2.7,7.02,22.09,52.15,0,100.85,7.67
25.25,88.25,2021,1,30,3.77,7.54,22.22,55.27,0,101.15,7.43
25.75,82.25,2021,1,30,-4.4,5.55,24.24,30.57,0,100.54,7.71
25.75,82.75,2021,1,30,-4.25,5.55,24.21,30.93,0,100.62,7.96
25.75,83.25,2021,1,30,-3.6,5.47,24.03,32.69,0,100.69,8.13
25.75,83.75,2021,1,30,-2.48,5.37,23.62,35.81,0,100.76,8.38
25.75,84.25,2021,1,30,-1.62,5.15,23.3,38.66,0,100.8,8.05
25.75,84.75,2021,1,30,-0.78,4.99,23.08,41.55,0,100.85,7.97
25.75,85.25,2021,1,30,-0.14,4.95,22.98,43.88,0,100.91,8.06
25.75,85.75,2021,1,30,0.32,5.1,22.95,45.58,0,100.94,8.19
25.75,86.25,2021,1,30,0.82,5.49,22.78,47.12,0,100.91,8.17
25.75,86.75,2021,1,30,1.65,5.52,22.44,50.45,0,100.96,8.06
25.75,87.25,2021,1,30,2.15,5.88,22.18,51.96,0,100.94,7.75
25.75,87.75,2021,1,30,2.61,6.58,22.15,52.67,0,100.95,7.49
25.75,88.25,2021,1,30,3.07,7.45,22.37,53.06,0,100.98,7.34
26.25,82.25,2021,1,30,-3.63,5.31,24.23,32.99,0,100.47,8.25
26.25,82.75,2021,1,30,-3.43,5.33,24.13,33.34,0,100.55,8.39
26.25,83.25,2021,1,30,-2.64,5.23,23.89,35.54,0,100.63,8.5
26.25,83.75,2021,1,30,-1.92,5.19,23.65,37.59,0,100.69,8.61
26.25,84.25,2021,1,30,-1.07,5.08,23.44,40.34,0,100.74,8.28
26.25,84.75,2021,1,30,-0.29,5.1,23.32,43.11,0,100.77,7.91
26.25,85.25,2021,1,30,0.29,5.3,23.27,45.11,0,100.78,7.72
26.25,85.75,2021,1,30,0.68,5.69,23.18,46.27,0,100.7,7.68
26.25,86.25,2021,1,30,1.08,6.23,22.79,47.22,0,100.43,7.51
26.25,86.75,2021,1,30,1.65,6.81,22.23,48.94,0,100.05,7.08
26.25,87.25,2021,1,30,1.72,7.26,22.05,48.94,0,99.66,6.6
26.25,87.75,2021,1,30,1.85,8.16,22.19,47.97,0,99.5,6.43
26.25,88.25,2021,1,30,2.29,9.28,22.58,47.12,0,99.71,6.5
22.75,82.25,2021,1,31,-3.53,6.61,25.35,30.91,0,96.15,5.68
22.75,82.75,2021,1,31,-2.6,6.26,24.58,33.59,0,96.18,5.85
22.75,83.25,2021,1,31,-1.68,5.7,23.29,37.29,0,95.39,6.04
22.75,83.75,2021,1,31,-0.31,5.02,21.99,43.34,0,94.9,6.48
22.75,84.25,2021,1,31,-0.22,5.16,22.58,43.94,0,95.45,6.6
22.75,84.75,2021,1,31,-1,5.57,23.72,41.71,0,95.95,6.16
22.75,85.25,2021,1,31,-1.34,6.16,24.66,40.31,0,96.7,5.48
22.75,85.75,2021,1,31,-0.55,6.63,24.92,42.09,0,97.76,4.97
22.75,86.25,2021,1,31,1.47,6.39,24.24,48.09,0,98.88,5.15
22.75,86.75,2021,1,31,3.37,6.49,23.2,53.49,0,100.09,5.73
22.75,87.25,2021,1,31,4.24,6.62,22.64,55.33,0,100.94,5.69
22.75,87.75,2021,1,31,3.97,7.08,23.01,52.71,0,101.42,5.7
22.75,88.25,2021,1,31,3.19,7.8,24.08,48.34,0,101.6,5.84
23.25,82.25,2021,1,31,-4.35,7.65,24.98,29.38,0,95.25,4.98
23.25,82.75,2021,1,31,-3.61,7.19,24.41,31.71,0,95.23,4.91
23.25,83.25,2021,1,31,-2.29,6.72,22.97,36.01,0,94.77,4.57
23.25,83.75,2021,1,31,-0.65,5.47,20.72,43.28,0,93.86,4.46
23.25,84.25,2021,1,31,-1.14,5.08,21.36,42.88,0,94.08,5.14
23.25,84.75,2021,1,31,-1.5,4.96,22.28,42.44,0,94.65,5.64
23.25,85.25,2021,1,31,-1.04,5.23,23.1,43.37,0,95.82,5.89
23.25,85.75,2021,1,31,0.31,5.69,23.46,46.22,0,97.43,5.84
23.25,86.25,2021,1,31,2.02,5.86,23.02,50.75,0,98.84,5.51
23.25,86.75,2021,1,31,3.21,6.01,22.51,53.52,0,99.87,5.54
23.25,87.25,2021,1,31,3.53,6.23,22.43,52.91,0,100.71,5.36
23.25,87.75,2021,1,31,3.01,6.64,22.86,49.33,0,101.26,5.28
23.25,88.25,2021,1,31,2.32,7.19,23.58,45.81,0,101.53,5.32
23.75,82.25,2021,1,31,-4.34,8.28,24.85,27.98,0,95.87,4.73
23.75,82.75,2021,1,31,-3.29,8.01,24.36,30.66,0,96.06,4.59
23.75,83.25,2021,1,31,-1.8,7.67,23.44,34.67,0,96.31,4.25
23.75,83.75,2021,1,31,-0.67,6.14,21.56,39.97,0,95.78,4.26
23.75,84.25,2021,1,31,-1.52,5.86,22.09,38.54,0,95.84,4.66
23.75,84.75,2021,1,31,-1.42,5.36,22.03,40.81,0,95.75,5.16
23.75,85.25,2021,1,31,-0.44,5.06,21.82,44.85,0,96.2,5.66
23.75,85.75,2021,1,31,0.97,5.13,21.76,48.75,0,97.28,5.93
23.75,86.25,2021,1,31,1.96,5.5,21.99,50.62,0,98.57,5.64
23.75,86.75,2021,1,31,2.61,5.77,22.19,51.58,0,99.59,5.59
23.75,87.25,2021,1,31,2.6,6.09,22.53,49.71,0,100.42,5.4
23.75,87.75,2021,1,31,2.22,6.51,22.9,46.46,0,101.07,5.06
23.75,88.25,2021,1,31,2.06,6.95,23.13,44.61,0,101.47,4.67
24.25,82.25,2021,1,31,-3.9,7.34,25.13,27.91,0,97.44,4.96
24.25,82.75,2021,1,31,-2.73,7.34,24.62,30.78,0,97.71,4.81
24.25,83.25,2021,1,31,-1.35,6.96,23.9,34.81,0,98,4.72
24.25,83.75,2021,1,31,-0.7,5.9,23.08,38.16,0,98.12,5.33
24.25,84.25,2021,1,31,-1.32,6.03,23.54,36.83,0,98.34,5.52
24.25,84.75,2021,1,31,-0.96,5.67,22.9,39.5,0,97.97,5.73
24.25,85.25,2021,1,31,0.02,5.19,21.89,44.02,0,97.72,5.99
24.25,85.75,2021,1,31,1.04,4.94,21.24,47.87,0,97.94,6.19
24.25,86.25,2021,1,31,1.27,5.19,21.65,48.09,0,98.57,6.03
24.25,86.75,2021,1,31,1.58,5.51,22.24,48.44,0,99.39,5.82
24.25,87.25,2021,1,31,1.54,5.9,22.69,46.81,0,100.08,5.55
24.25,87.75,2021,1,31,1.84,6.36,22.77,45.79,0,100.81,5.16
24.25,88.25,2021,1,31,2.64,6.74,22.49,46.92,0,101.44,4.62
24.75,82.25,2021,1,31,-3.96,6.74,25.53,27.86,0,98.9,6.12
24.75,82.75,2021,1,31,-2.68,6.53,24.89,31.45,0,99,5.95
24.75,83.25,2021,1,31,-1.84,6.26,24.3,34.38,0,99.08,5.96
24.75,83.75,2021,1,31,-1.82,6.1,24.07,34.75,0,99.25,6.5
24.75,84.25,2021,1,31,-1.59,6.15,24.3,35.52,0,99.7,6.74
24.75,84.75,2021,1,31,-0.93,5.81,23.75,38.21,0,99.73,6.88
24.75,85.25,2021,1,31,-0.15,5.45,22.9,41.41,0,99.58,6.91
24.75,85.75,2021,1,31,0.42,5.28,22.23,43.78,0,99.43,6.8
24.75,86.25,2021,1,31,0.44,5.43,22.3,44.03,0,99.45,6.53
24.75,86.75,2021,1,31,0.88,5.53,22.62,45.51,0,99.93,6.12
24.75,87.25,2021,1,31,1.17,5.74,22.7,45.74,0,100.24,5.75
24.75,87.75,2021,1,31,2.05,6.1,22.42,47.27,0,100.77,5.44
24.75,88.25,2021,1,31,3.32,6.41,21.97,50.41,0,101.4,5.06
25.25,82.25,2021,1,31,-4.96,6.75,25.81,25.31,0,100.18,6.61
25.25,82.75,2021,1,31,-4.09,6.45,25.36,28.12,0,100.21,6.72
25.25,83.25,2021,1,31,-3.29,6.15,24.92,30.94,0,100.19,6.98
25.25,83.75,2021,1,31,-2.64,6.17,24.67,32.47,0,100.3,7.36
25.25,84.25,2021,1,31,-1.92,6.02,24.48,34.69,0,100.59,7.28
25.25,84.75,2021,1,31,-1.11,5.66,24.07,37.59,0,100.76,7.13
25.25,85.25,2021,1,31,-0.42,5.39,23.6,40.14,0,100.81,6.98
25.25,85.75,2021,1,31,0.04,5.36,23.23,41.84,0,100.76,6.84
25.25,86.25,2021,1,31,0.26,5.55,23.13,42.72,0,100.63,6.6
25.25,86.75,2021,1,31,1.08,5.39,22.91,45.87,0,100.84,6.31
25.25,87.25,2021,1,31,1.68,5.52,22.59,47.76,0,100.85,6.13
25.25,87.75,2021,1,31,2.52,5.75,22.21,50.16,0,101.03,6.06
25.25,88.25,2021,1,31,3.46,5.93,21.94,53.08,0,101.35,5.96
25.75,82.25,2021,1,31,-4.39,6.03,25.17,27.62,0,100.65,6.72
25.75,82.75,2021,1,31,-4.09,5.87,25.05,29.01,0,100.73,7.17
25.75,83.25,2021,1,31,-3.39,5.64,24.85,31.41,0,100.8,7.5
25.75,83.75,2021,1,31,-2.34,5.37,24.49,34.56,0,100.87,7.5
25.75,84.25,2021,1,31,-1.67,5.14,24.18,36.86,0,100.92,7.11
25.75,84.75,2021,1,31,-1.02,5.01,23.95,39.12,0,100.98,6.66
25.75,85.25,2021,1,31,-0.5,5.03,23.81,40.95,0,101.04,6.3
25.75,85.75,2021,1,31,-0.03,5.19,23.7,42.49,0,101.09,6.12
25.75,86.25,2021,1,31,0.6,5.48,23.51,44.47,0,101.07,6.06
25.75,86.75,2021,1,31,1.59,5.57,22.97,48.29,0,101.13,6.03
25.75,87.25,2021,1,31,2.18,5.87,22.62,50.19,0,101.13,5.97
25.75,87.75,2021,1,31,2.69,6.24,22.41,51.64,0,101.15,6.04
25.75,88.25,2021,1,31,3.21,6.58,22.33,53.14,0,101.2,6.16
26.25,82.25,2021,1,31,-3.6,5.51,24.66,30.71,0,100.59,7.09
26.25,82.75,2021,1,31,-3.33,5.39,24.57,31.99,0,100.68,7.53
26.25,83.25,2021,1,31,-2.5,5.2,24.37,34.8,0,100.75,7.65
26.25,83.75,2021,1,31,-1.92,5.02,24.18,36.75,0,100.82,7.31
26.25,84.25,2021,1,31,-1.25,4.91,23.99,38.92,0,100.87,6.66
26.25,84.75,2021,1,31,-0.6,5.17,23.85,41.04,0,100.92,5.97
26.25,85.25,2021,1,31,-0.05,5.58,23.75,42.74,0,100.93,5.65
26.25,85.75,2021,1,31,0.43,6.06,23.62,44.01,0,100.86,5.66
26.25,86.25,2021,1,31,0.97,6.64,23.28,45.16,0,100.6,5.54
26.25,86.75,2021,1,31,1.72,7.25,22.57,47.63,0,100.23,5.29
26.25,87.25,2021,1,31,1.77,7.82,22.38,47.44,0,99.85,5.09
26.25,87.75,2021,1,31,1.88,8.4,22.38,47.09,0,99.71,5.21
26.25,88.25,2021,1,31,2.38,8.81,22.45,47.75,0,99.93,5.45
22.75,82.25,2021,2,1,-1.81,7.65,26,33.08,0,96.3,4.33
22.75,82.75,2021,2,1,-0.78,7.74,25.4,36.03,0,96.32,4.23
22.75,83.25,2021,2,1,0.07,7.65,24.18,39.34,0,95.53,4.31
22.75,83.75,2021,2,1,1.29,7.23,22.83,44.69,0,95.05,4.98
22.75,84.25,2021,2,1,1.2,7.08,23.47,44.89,0,95.59,5.66
22.75,84.75,2021,2,1,0.29,7.11,24.68,42.42,0,96.08,5.82
22.75,85.25,2021,2,1,-0.13,7.4,25.66,40.92,0,96.84,5.38
22.75,85.75,2021,2,1,0.57,7.68,25.89,42.3,0,97.89,4.68
22.75,86.25,2021,2,1,2.34,7.34,25.14,46.75,0,99.01,4.51
22.75,86.75,2021,2,1,3.99,6.88,24,51.3,0,100.21,5.08
22.75,87.25,2021,2,1,4.56,6.86,23.41,52.21,0,101.06,4.85
22.75,87.75,2021,2,1,4.11,7.79,23.77,49.18,0,101.54,4.6
22.75,88.25,2021,2,1,3.24,9.32,24.74,44.72,0,101.72,4.63
23.25,82.25,2021,2,1,-2.79,8.28,25.84,31.48,0,95.39,5.03
23.25,82.75,2021,2,1,-2.15,8.45,25.37,33.24,0,95.37,4.86
23.25,83.25,2021,2,1,-1.08,8.5,23.94,36.32,0,94.91,4.35
23.25,83.75,2021,2,1,0.37,8.42,21.72,41.72,0,94.01,4.23
23.25,84.25,2021,2,1,-0.12,7.85,22.48,41.52,0,94.22,5.1
23.25,84.75,2021,2,1,-0.49,7.33,23.42,41.34,0,94.79,5.78
23.25,85.25,2021,2,1,-0.13,7.19,24.26,42.39,0,95.96,5.98
23.25,85.75,2021,2,1,1.08,7.3,24.66,45.08,0,97.56,5.68
23.25,86.25,2021,2,1,2.71,7.09,24.18,49.03,0,98.97,5.16
23.25,86.75,2021,2,1,3.8,6.96,23.56,51.66,0,99.99,5.09
23.25,87.25,2021,2,1,4.01,7.11,23.49,51.15,0,100.83,4.83
23.25,87.75,2021,2,1,3.36,7.9,23.92,47.15,0,101.38,4.36
23.25,88.25,2021,2,1,2.52,9.18,24.54,42.49,0,101.64,3.91
23.75,82.25,2021,2,1,-3.16,8.53,25.79,29.38,0,96.01,5.18
23.75,82.75,2021,2,1,-2.22,8.64,25.35,31.78,0,96.19,5.2
23.75,83.25,2021,2,1,-0.83,8.6,24.4,35.2,0,96.45,4.75
23.75,83.75,2021,2,1,0.18,8.36,22.57,38.62,0,95.92,4.49
23.75,84.25,2021,2,1,-0.64,8.27,23.15,36.95,0,95.98,5.13
23.75,84.75,2021,2,1,-0.62,7.84,23.1,38.69,0,95.89,5.64
23.75,85.25,2021,2,1,0.23,7.43,22.93,42.45,0,96.33,5.82
23.75,85.75,2021,2,1,1.51,7.23,22.94,46.33,0,97.41,5.64
23.75,86.25,2021,2,1,2.4,7.17,23.17,47.91,0,98.7,5.22
23.75,86.75,2021,2,1,3.03,7.29,23.36,49.26,0,99.71,5.38
23.75,87.25,2021,2,1,2.99,7.52,23.75,48.15,0,100.54,5.22
23.75,87.75,2021,2,1,2.55,8,24.13,44.84,0,101.17,4.52
23.75,88.25,2021,2,1,2.3,8.68,24.3,41.92,0,101.58,3.62
24.25,82.25,2021,2,1,-3.04,8.31,26.03,28.26,0,97.58,4.84
24.25,82.75,2021,2,1,-1.83,8.21,25.53,31.41,0,97.84,4.85
24.25,83.25,2021,2,1,-0.34,7.91,24.79,35.6,0,98.14,4.75
24.25,83.75,2021,2,1,0.27,7.36,23.96,38.12,0,98.26,4.91
24.25,84.25,2021,2,1,-0.4,7.64,24.4,36.12,0,98.47,5.2
24.25,84.75,2021,2,1,-0.19,7.5,23.75,37.78,0,98.1,5.4
24.25,85.25,2021,2,1,0.67,7.15,22.81,41.71,0,97.85,5.39
24.25,85.75,2021,2,1,1.59,6.84,22.26,45.44,0,98.07,5.24
24.25,86.25,2021,2,1,1.66,6.92,22.74,45.44,0,98.7,5.2
24.25,86.75,2021,2,1,1.83,7.18,23.36,45.69,0,99.52,5.55
24.25,87.25,2021,2,1,1.67,7.35,23.87,44.53,0,100.2,5.39
